ID,Acronym,Hemisphere,"Sample Number
Brain 1","Sample Number
Brain 2",Structures represented with at least n=2 samples in both brains,Structures,,,,,,,,,
9501,7L,L,,,,,,,,,,,"facial motor nucleus, Left, lateral part",,
9502,7I,L,,,,,,,,,,,"facial motor nucleus, Left, intermediate part",,
9500,7M,L,,,,,,,,,,,"facial motor nucleus, Left, medial part",,
9505,P7,L,,,,,,,,,,,"facial motor nucleus, Left, perifacial zone",,
9503,7vl,L,,,,,,,,,,,"facial motor nucleus, Left, ventral part",,
9504,7VL,L,,,,,,,,,,,"facial motor nucleus, Left, ventrolateral part",,
9144,7,R,2,1,,,,,,,,"facial motor nucleus, Right",,,
9507,7L,R,,,,,,,,,,,"facial motor nucleus, Right, lateral part",,
9508,7I,R,,,,,,,,,,,"facial motor nucleus, Right, intermediate part",,
9506,7M,R,,,,,,,,,,,"facial motor nucleus, Right, medial part",,
9511,P7,R,,,,,,,,,,,"facial motor nucleus, Right, perifacial zone",,
9509,7vl,R,,,,,,,,,,,"facial motor nucleus, Right, ventral part",,
9510,7VL,R,,,,,,,,,,,"facial motor nucleus, Right, ventrolateral part",,
9145,LPB,,,,x,,,,,,lateral parabrachial nucleus,,,,
9146,LPB,L,2,2,,,,,,,,"lateral parabrachial nucleus, Left",,,
9147,LPB,R,2,,,,,,,,,"lateral parabrachial nucleus, Right",,,
9148,LC,,,,x,,,,,,locus ceruleus,,,,
9149,LC,L,4,2,,,,,,,,"locus ceruleus, Left",,,
9150,LC,R,4,2,,,,,,,,"locus ceruleus, Right",,,
9151,MPB,,,,x,,,,,,medial parabrachial nucleus,,,,
9152,MPB,L,1,3,,,,,,,,"medial parabrachial nucleus, Left",,,
9153,MPB,R,1,2,,,,,,,,"medial parabrachial nucleus,Right",,,
9154,SubC,,,,x,,,,,,nucleus subceruleus,,,,
9155,SubC,L,2,2,,,,,,,,"nucleus subceruleus, Left",,,
9156,SubC,R,2,2,,,,,,,,"nucleus subceruleus, Right",,,
9157,RPn,,1,1,at least n=1 per structure both brains,,,,,,pontine raphe nucleus,,,,
9158,RPn,L,,,,,,,,,,"pontine raphe nucleus, Left",,,
9159,RPn,R,,,,,,,,,,"pontine raphe nucleus,Right",,,
9160,PPRF,,,,,,,,,,Paramedian Pontine Reticular Formation,,,,
9161,PRF,L,3,3,x,,,,,,,"Pontine Reticular Formation, Left",,,
9162,PnC,L,,,,,,,,,,,"caudal pontine reticular nucleus, Left",,
9166,PnO,L,,,,,,,,,,,"oral pontine reticular nucleus, Left",,
9167,RtTg,L,,,,,,,,,,,"reticulotegmental nucleus, Left",,
9169,PRF,R,4,4,,,,,,,,"Pontine Reticular Formation, Right",,,
9170,PnC,R,,,,,,,,,,,"caudal pontine reticular nucleus, Right",,
9174,PnO,R,,,,,,,,,,,"oral pontine reticular nucleus, Right",,
9175,RtTg,R,,,,,,,,,,,"reticulotegmental nucleus, Right",,
9177,SOC,,,,x,,,,,,Superior Olivary Complex,,,,
9178,SOC,L,3,2,,,,,,,,"Superior Olivary Complex, Left",,,
9179,PeO,L,,,,,,,,,,,"periolivary nucleus, Left",,
9180,PrO,L,,,,,,,,,,,"preolivary nucleus, Left",,
9181,RO,L,,,,,,,,,,,"retro-olivary cell group, Left",,
9182,SOl,L,,,,,,,,,,,"superior olive, Left",,
9183,LSO,L,,,,,,,,,,,,"lateral superior olivary nucleus, Left",
9184,MSO,L,,,,,,,,,,,,"medial superior olivary nucleus, Left",
9185,Tz,L,,,,,,,,,,,"trapezoid nuclei, Left",,
9186,SOC,R,2,2,,,,,,,,"Superior Olivary Complex, Right",,,
9187,PeO,R,,,,,,,,,,,"periolivary nucleus, Right",,
9188,PrO,R,,,,,,,,,,,"preolivary nucleus, Right",,
9189,RO,R,,,,,,,,,,,"retro-olivary cell group, Right",,
9190,SOl,R,,,,,,,,,,,"superior olive, Right",,
9191,LSO,R,,,,,,,,,,,,"lateral superior olivary nucleus, Right",
9192,MSO,R,,,,,,,,,,,,"medial superior olivary nucleus, Right",
9193,Tz,R,,,,,,,,,,,"trapezoid nuclei, Right",,
9194,SuS,,,,,,,,,,superior salivatory nucleus,,,,
9195,SuS,L,,,,,,,,,,"superior salivatory nucleus, Left",,,
9196,SuS,R,,,,,,,,,,"superior salivatory nucleus, Right",,,
9197,tz,,,,,,,,,,trapezoid body,,,,
9198,tz,L,,,,,,,,,,"trapezoid body, Left",,,
9199,tz,R,,,,,,,,,,"trapezoid body, Right",,,
9203,5,,,,,,,,,,Trigeminal Nuclei,,,,
9204,5,L,,,,,,,,,,"Trigeminal Nuclei, Left",,,
9205,Me5,L,,,,,,,,,,,"mesencephalic nucleus of trigeminal nerve, Left",,
9206,Mo5,L,2,1,x,,,,,,,,"motor nucleus of trigeminal nerve, Left",,
9207,Pr5,L,1,1,x,,,,,,,,"principal sensory nucleus of trigeminal nerve, Left",,
9211,5,R,,,,,,,,,,"Trigeminal Nuclei, Right",,,
9212,Me5,R,,,,,,,,,,,"mesencephalic nucleus of trigeminal nerve, Right",,
9213,Mo5,R,1,1,,,,,,,,,"motor nucleus of trigeminal nerve, Right",,
9214,Pr5,R,2,1,,,,,,,,,"principal sensory nucleus of trigeminal nerve, Right",,
9200,VLL,,,,,,,,,,ventral nucleus of lateral lemniscus,,,,
9201,VLL,L,,,,,,,,,,"ventral nucleus of lateral lemniscus, Left",,,
9202,VLL,R,,,,,,,,,,"ventral nucleus of lateral lemniscus, Right",,,
9512,MY,,,,,,,Myelencephalon,,,,,,,
9513,ACu,,,,,,,,accessory cuneate nucleus,,,,,,
9514,ACu,L,,,,,,,,"accessory cuneate nucleus, Left",,,,,
9515,ACu,R,,,,,,,,"accessory cuneate nucleus, Right",,,,,
9516,Amb,,,,,,,,ambiguus nucleus,,,,,,
9517,Amb,L,,,,,,,,"ambiguus nucleus, Left",,,,,
9518,Amb,R,,,,,,,,"ambiguus nucleus, Right",,,,,
9519,Arc,,,,x,,,,arcuate nucleus of medulla,,,,,,
9520,Arc,L,4,4,,,,,,"arcuate nucleus of medulla, Left",,,,,
9521,Arc,R,3,2,,,,,,"arcuate nucleus of medulla, Right",,,,,
9522,AP,,,,,,,,area postrema,,,,,,
9523,AP,L,,,,,,,,"area postrema, Left",,,,,
9524,AP,R,,,,,,,,"area postrema, Right",,,,,
9525,CGS,,4,2,x,,,,central glial substance,,,,,,
9526,CGS,L,,,,,,,,"central glial substance, Left",,,,,
9527,CGS,R,,,,,,,,"central glial substance, Right",,,,,
9528,8Co,,,,x,,,,cochlear nuclei,,,,,,
9529,8Co,L,1,2,,,,,,"cochlear nuclei, Left",,,,,
9530,DCo,L,,,,,,,,,"dorsal cochlear nucleus, Left",,,,
9531,VCo,L,,,,,,,,,"ventral cochlear nuclei, Left",,,,
9532,AVCo,L,,,,,,,,,,"anteroventral cochlear nucleus, Left",,,
9533,PVCo,L,,,,,,,,,,"posteroventral cochlear nucleus, Left",,,
9534,8Co,R,1,,,,,,,"cochlear nuclei, Right",,,,,
9535,DCo,R,,,,,,,,,"dorsal cochlear nucleus, Right",,,,
9536,VCo,R,,,,,,,,,"ventral cochlear nuclei, Right",,,,
9537,AVCo,R,,,,,,,,,,"anteroventral cochlear nucleus, Right",,,
9538,PVCo,R,,,,,,,,,,"posteroventral cochlear nucleus, Right",,,
9539,CT,,,,,,,,conterminalis,,,,,,
9540,CT,L,,,,,,,,"conterminalis, Left",,,,,
9541,CT,R,,,,,,,,"conterminalis, Right",,,,,
9542,Cu,,,,x,,,,cuneate nucleus,,,,,,
9543,Cu,L,2,4,,,,,,"cuneate nucleus, Left",,,,,
9544,Cu,R,3,3,,,,,,"cuneate nucleus, Right",,,,,
9545,10,,,,x,,,,dorsal motor nucleus of the vagus,,,,,,
9546,10,L,3,3,,,,,,"dorsal motor nucleus of the vagus, Left",,,,,
9547,10,R,3,3,,,,,,"dorsal motor nucleus of the vagus, Right",,,,,
9548,EL,,,,,,,,endolemniscal nucleus,,,,,,
9549,EL,L,,,,,,,,"endolemniscal nucleus, Left",,,,,
9550,EL,R,,,,,,,,"endolemniscal nucleus, Right",,,,,
9551,EF,,,,,,,,epifascicular nucleus,,,,,,
9552,EF,L,,,,,,,,"epifascicular nucleus, Left",,,,,
9553,EF,R,,,,,,,,"epifascicular nucleus, Right",,,,,
9554,Gr,,,,x,,,,gracile nucleus,,,,,,
9555,Gr,L,2,1,,,,,,"gracile nucleus, Left",,,,,
9556,Gr,R,3,3,,,,,,"gracile nucleus, Right",,,,,
9557,12,,,,x,,,,hypoglossal nucleus,,,,,,
9558,12,L,2,3,,,,,,"hypoglossal nucleus, Left",,,,,
9559,12,R,3,3,,,,,,"hypoglossal nucleus, Right",,,,,
9560,IO,,,,x,,,,inferior olivary complex,,,,,,
9561,IO,L,3,4,,,,,,"inferior olivary complex, Left",,,,,
9562,DIO,L,,,,,,,,,"dorsal accessory inferior olivary nucleus, Left",,,,
9563,MIO,L,,,,,,,,,"medial accessory inferior olivary nucleus, Left",,,,
9564,PrIO,L,,,,,,,,,"principal inferior olivary nucleus, Left",,,,
9565,IO,R,3,5,,,,,,"inferior olivary complex, Right",,,,,
9566,DIO,R,,,,,,,,,"dorsal accessory inferior olivary nucleus, Right",,,,
9567,MIO,R,,,,,,,,,"medial accessory inferior olivary nucleus, Right",,,,
9568,PrIO,R,,,,,,,,,"principal inferior olivary nucleus, Right",,,,
9569,IS,,,,,,,,inferior salivatory nucleus,,,,,,
9570,IS,L,,,,,,,,"inferior salivatory nucleus, Left",,,,,
9571,IS,R,,,,,,,,"inferior salivatory nucleus, Right",,,,,
9572,In,,,,,,,,intercalated nucleus,,,,,,
9573,In,L,,,,,,,,"intercalated nucleus, Left",,,,,
9574,In,R,,,,,,,,"intercalated nucleus, Right",,,,,
9575,IFH,,,,,,,,interfascicular hypoglossal nucleus,,,,,,
9576,IFH,L,,,,,,,,"interfascicular hypoglossal nucleus, Left",,,,,
9577,IFH,R,,,,,,,,"interfascicular hypoglossal nucleus, Right",,,,,
9578,IPo,,,,,,,,interpositus nucleus,,,,,,
9579,IPo,L,,,,,,,,"interpositus nucleus, Left",,,,,
9580,IPo,R,,,,,,,,"interpositus nucleus, Right",,,,,
9581,LPCu,,,,,,,,lateral pericuneate nucleus,,,,,,
9582,LPCu,L,,,,,,,,"lateral pericuneate nucleus, Left",,,,,
9583,LPCu,R,,,,,,,,"lateral pericuneate nucleus, Right",,,,,
9584,MPCu,,,,,,,,medial pericuneate nucleus,,,,,,
9585,MPCu,L,,,,,,,,"medial pericuneate nucleus, Left",,,,,
9586,MPCu,R,,,,,,,,"medial pericuneate nucleus, Right",,,,,
9587,MeRF,,,,,,,,medullary reticular formation,,,,,,
9588,CMRt,,,,x,,,,,central medullary reticular group,,,,,
9589,CMRt,L,3,3,,,,,,,"central medullary reticular group, Left",,,,
9590,CRt,L,,,,,,,,,,"central reticular nucleus of the medulla, Left",,,
9591,MRt,L,,,,,,,,,,"medial reticular nucleus of the medulla, Left",,,
9592,VRt,L,,,,,,,,,,"ventral reticular nucleus of the medulla, Left",,,
9593,CMRt,R,3,3,,,,,,,"central medullary reticular group, Right",,,,
9594,CRt,R,,,,,,,,,,"central reticular nucleus of the medulla, Right",,,
9595,MRt,R,,,,,,,,,,"medial reticular nucleus of the medulla, Right",,,
9596,VRt,R,,,,,,,,,,"ventral reticular nucleus of the medulla, Right",,,
9597,GiRt,,,,x,,,,,gigantocellular group,,,,,
9598,GiRt,L,2,4,,,,,,,"gigantocellular group, Left",,,,
9600,DPGi,L,,,,,,,,,,"dorsal paragigantocellular nucleus, Left",,,
9601,LPGi,L,,,,,,,,,,"lateral paragigantocellular nucleus, Left",,,
9602,Gi,L,,,,,,,,,,"gigantocellular nucleus, Left",,,
9603,GiV,L,,,,,,,,,,"gigantocellular nucleus, ventral part, Left",,,
9599,Gia,L,,,,,,,,,,"paragigantocellular nucleus, alpha part, Left",,,
9604,GiRt,R,1,4,,,,,,,"gigantocellular group, Right",,,,
9606,DPGi,R,,,,,,,,,,"dorsal paragigantocellular nucleus, Right",,,
9607,LPGi,R,,,,,,,,,,"lateral paragigantocellular nucleus, Right",,,
9608,Gi,R,,,,,,,,,,"gigantocellular nucleus, Right",,,
9609,GiV,R,,,,,,,,,,"gigantocellular nucleus, ventral part, Right",,,
9605,Gia,R,,,,,,,,,,"paragigantocellular nucleus, alpha part, Right",,,
9610,Irt,,,,,,,,,intermediate zone,,,,,
9611,Irt,L,,,,,,,,,"intermediate zone, Left",,,,
9612,Irt,R,,,,,,,,,"intermediate zone, Right",,,,
9613,LMRt,,,,x,,,,,lateral medullary reticular group,,,,,
9614,LMRt,L,2,3,,,,,,,"lateral medullary reticular group, Left",,,,
9615,EO,L,,,,,,,,,,"epiolivary nucleus, Left",,,
9616,LRt,L,,,,,,,,,,"lateral reticular nucleus, Left",,,
9618,LRtPC,L,,,,,,,,,,"parvocellular division, Left",,,
9617,LRtS5,L,,,,,,,,,,"subtrigeminal division, Left",,,
9619,LMRt,R,4,3,,,,,,,"lateral medullary reticular group, Right",,,,
9620,EO,R,,,,,,,,,,"epiolivary nucleus, Right",,,
9621,LRt,R,,,,,,,,,,"lateral reticular nucleus, Right",,,
9623,LRtPC,R,,,,,,,,,,"parvocellular division, Right",,,
9622,LRtS5,R,,,,,,,,,,"subtrigeminal division, Right",,,
9624,PCRt,,,,,,,,,parvicellular reticular nucleus,,,,,
9625,PCRt,L,,,,,,,,,"parvicellular reticular nucleus, Left",,,,
9626,PCRt,R,,,,,,,,,"parvicellular reticular nucleus, Right",,,,
9627,Ro,,,,,,,,nucleus of Roller,,,,,,
9628,Ro,L,,,,,,,,"nucleus of Roller, Left",,,,,
9629,Ro,R,,,,,,,,"nucleus of Roller, Right",,,,,
9630,Pa5,,,,,,,,paratrigeminal nucleus,,,,,,
9631,Pa5,L,,,,,,,,"paratrigeminal nucleus, Left",,,,,
9632,Pa5,R,,,,,,,,"paratrigeminal nucleus, Right",,,,,
9633,Pe5,,,,,,,,peritrigeminal nucleus,,,,,,
9634,Pe5,L,,,,,,,,"peritrigeminal nucleus, Left",,,,,
9635,Pe5,R,,,,,,,,"peritrigeminal nucleus, Right",,,,,
9636,PnB,,,,,,,,pontobulbar nucleus,,,,,,
9637,PnB,L,,,,,,,,"pontobulbar nucleus, Left",,,,,
9638,PnB,R,,,,,,,,"pontobulbar nucleus, Right",,,,,
9639,Pr,,,,,,,,prepositus nucleus,,,,,,
9640,Pr,L,,,,,,,,"prepositus nucleus, Left",,,,,
9641,Pr,R,,,,,,,,"prepositus nucleus, Right",,,,,
9642,RaM,,2,4,x,,,,raphe nuclei of medulla,,,,,,
9643,RMg,,,,,,,,,nucleus raphe magnus,,,,,
9644,RMg,L,,,,,,,,,"nucleus raphe magnus, Left",,,,
9645,RMg,R,,,,,,,,,"nucleus raphe magnus, Right",,,,
9646,ROb,,,,,,,,,nucleus raphe obscurus,,,,,
9647,ROb,L,,,,,,,,,"nucleus raphe obscurus, Left",,,,
9648,ROb,R,,,,,,,,,"nucleus raphe obscurus, Right",,,,
9649,RPa,,,,,,,,,nucleus raphe pallidus,,,,,
9650,Ramb,,,,,,,,retroambiguus nucleus,,,,,,
9651,Ramb,L,,,,,,,,"retroambiguus nucleus, Left",,,,,
9652,Ramb,R,,,,,,,,"retroambiguus nucleus, Right",,,,,
9653,Sol,,,,,,,,solitary nucleus,,,,,,
9654,Sol,L,,,,,,,,"solitary nucleus, left",,,,,
9655,SolC,L,,,,,,,,,"solitary nucleus, Left, commissural subnucleus",,,,
9656,SolD,L,,,,,,,,,"solitary nucleus, Left, dorsal subnucleus",,,,
9657,SolDL,L,,,,,,,,,"solitary nucleus, Left, dorsolateral subnucleus",,,,
9658,SolG,L,,,,,,,,,"solitary nucleus, Left, gelantinosus subnucleus",,,,
9659,SolI,L,,,,,,,,,"solitary nucleus, Left, interstitial subnucleus",,,,
9660,SolIM,L,,,,,,,,,"solitary nucleus, Left, intermediate subnucleus",,,,
9661,SolM,L,,,,,,,,,"solitary nucleus, Left, meidal subnucleus",,,,
9662,SolPaC,L,,,,,,,,,"solitary nucleus, Left, paracommissural part",,,,
9663,SolV,L,,,,,,,,,"solitary nucleus, Left, ventral subnucleus",,,,
9664,SolVL,L,,,,,,,,,"ventrolateral subnucleus of solitary tract, Left",,,,
9665,Sol,R,,,,,,,,"solitary nucleus, Right",,,,,
9666,SolC,R,,,,,,,,,"solitary nucleus, Right, commissural subnucleus",,,,
9667,SolD,R,,,,,,,,,"solitary nucleus, Right, dorsal subnucleus",,,,
9668,SolDL,R,,,,,,,,,"solitary nucleus, Right, dorsolateral subnucleus",,,,
9669,SolG,R,,,,,,,,,"solitary nucleus, Right, gelantinosus subnucleus",,,,
9670,SolI,R,,,,,,,,,"solitary nucleus, Right, interstitial subnucleus",,,,
9671,SolIM,R,,,,,,,,,"solitary nucleus, Right, intermediate subnucleus",,,,
9672,SolM,R,,,,,,,,,"solitary nucleus, Right, meidal subnucleus",,,,
9673,SolPaC,R,,,,,,,,,"solitary nucleus, Right, paracommissural part",,,,
9674,SolV,R,,,,,,,,,"solitary nucleus, Right, ventral subnucleus",,,,
9675,SolVL,R,,,,,,,,,"ventrolateral subnucleus of solitary tract, Right",,,,
9676,Sp5,,,,x,,,,spinal trigeminal nucleus,,,,,,
9677,Sp5,L,8,5,,,,,,"spinal trigeminal nucleus, Left",,,,,
9680,Sp5C,L,,,,,,,,,"caudal spinal trigeminal nucleus, Left",,,,
9681,Sp5Cg,L,,,,,,,,,,"caudal spinal trigeminal nucleus, Left, gelatenous part",,,
9682,SP5Cm,L,,,,,,,,,,"caudal spinal trigeminal nucleus, Left, magnocellular part",,,
9683,SP5Cz,L,,,,,,,,,,"caudal spinal trigeminal nucleus, Left, zonal part",,,
9678,Sp5I,L,,,,,,,,,"interpolar part of spinal trigeminal nucleus, Left",,,,
9679,Sp5O,L,,,,,,,,,"oral part of spinal trigeminal nucleus, Left",,,,
9684,Sp5,R,6,6,,,,,,"spinal trigeminal nucleus, Right",,,,,
9687,Sp5C,R,,,,,,,,,"caudal spinal trigeminal nucleus, Right",,,,
9688,Sp5Cg,R,,,,,,,,,,"caudal spinal trigeminal nucleus, Right, gelatenous part",,,
9689,SP5Cm,R,,,,,,,,,,"caudal spinal trigeminal nucleus, Right, magnocellular part",,,
9690,SP5Cz,R,,,,,,,,,,"caudal spinal trigeminal nucleus, Right, zonal part",,,
9685,Sp5I,R,,,,,,,,,"interpolar part of spinal trigeminal nucleus, Right",,,,
9686,Sp5O,R,,,,,,,,,"oral part of spinal trigeminal nucleus, Right",,,,
9691,Sge,,,,,,,,suprageniculate nucleus of the medulla,,,,,,
9692,Sge,L,,,,,,,,"suprageniculate nucleus of the medulla, Left",,,,,
9693,Sge,R,,,,,,,,"suprageniculate nucleus of the medulla, Right",,,,,
9694,SSp,,,,,,,,supraspinal nucleus,,,,,,
9695,SSp,L,,,,,,,,"supraspinal nucleus, Left",,,,,
9696,SSp,R,,,,,,,,"supraspinal nucleus, Right",,,,,
9697,8Ve,,,,x,,,,vestibular nuclei,,,,,,
9698,8Ve,L,1,4,,,,,,"vestibular nuclei, Left",,,,,
9699,LVe,L,,,,,,,,,"lateral vestibular nucleus, Left",,,,
9700,MVe,L,,,,,,,,,"medial vestibular nucleus, Left",,,,
9702,SpVe,L,,,,,,,,,"spinal vestibular nucleus, Left",,,,
9701,SuVe,L,,,,,,,,,"superior vestibular nucleus, Left",,,,
9703,8Ve,R,3,4,,,,,,"vestibular nuclei, Right",,,,,
9704,LVe,R,,,,,,,,,"lateral vestibular nucleus, Right",,,,
9705,MVe,R,,,,,,,,,"medial vestibular nucleus, Right",,,,
9707,SpVe,R,,,,,,,,,"spinal vestibular nucleus, Right",,,,
9706,SuVe,R,,,,,,,,,"superior vestibular nucleus, Right",,,,
9218,WM,,,,,,White Matter,,,,,,,,
9219,TELWM,,,,,,,Telencephalic White Matter,,,,,,,
9220,TELCom,,,,,,,,Telencephalic Commissures,,,,,,
9221,ac,,,,,,,,,anterior commissure,,,,,
9222,cc,,2,1,at least n=1 per structure both brains,,,,,corpus callosum,,,,,
9224,bcc,,,,,,,,,,body of the corpus callosum,,,,
9223,gcc,,,,,,,,,,genu of the corpus callosum,,,,
9226,rcc,,,,,,,,,,rostrum of the corpus callosum,,,,
9225,scc,,,,,,,,,,splenium of the corpus callosum,,,,
9227,hbc,,,,,,,,,habenular commissure,,,,,
9228,hc,,,,,,,,,hippocampal commissure,,,,,
9229,pc,,,,,,,,,posterior commissure,,,,,
9230,TelTr,,,,,,,,Telencephalic White Matter Tracts,,,,,,
9231,arf,,,,,,,,,arcuate fasciculus,,,,,
9232,arf,L,,,,,,,,,"arcuate fasciculus, Left",,,,
9233,arf,R,,,,,,,,,"arcuate fasciculus, Right",,,,
9234,alv,,,,,,,,,alveus,,,,,
9235,alv,L,,,,,,,,,"alveus, Left",,,,
9236,alv,R,,,,,,,,,"alveus, Right",,,,
9237,al,,,,,,,,,ansa lenticularis,,,,,
9238,al,L,,,,,,,,,"ansa lenticularis, Left",,,,
9239,al,R,,,,,,,,,"ansa lenticularis, Right",,,,
9240,cgb,,,,,,,,,cingulum bundle,,,,,
9241,cgb,L,1,,,,,,,,"cingulum bundle, Left",,,,
9242,cgb,R,1,,,,,,,,"cingulum bundle, Right",,,,
9243,ec,,,,,,,,,external capsule,,,,,
9244,ec,L,,,,,,,,,"external capsule, Left",,,,
9245,ec,R,,,,,,,,,"external capsule, Right",,,,
9246,exc,,,,,,,,,extreme capsule,,,,,
9247,exc,L,,,,,,,,,"extreme capsule, Left",,,,
9248,exc,R,,,,,,,,,"extreme capsule, Right",,,,
9249,fx,,,,,,,,,fornix,,,,,
9250,fx,L,,,,,,,,,"fornix, Left",,,,
9251,afx,L,,,,,,,,,,"anterior column of the fornix, Left",,,
9252,bfx,L,,,,,,,,,,"body of the fornix, Left",,,
9253,fi,L,,,,,,,,,,"fimbria, Left",,,
9254,pfx,L,,,,,,,,,,"posterior column of the fornix, Left",,,
9255,fx,R,,,,,,,,,"fornix, Right",,,,
9256,afx,R,,,,,,,,,,"anterior column of the fornix, Right",,,
9257,bfx,R,,,,,,,,,,"body of the fornix, Right",,,
9258,fi,R,,,,,,,,,,"fimbria, Right",,,
9259,pfx,R,,,,,,,,,,"posterior column of the fornix, Right",,,
9260,ilf,,,,,,,,,inferior longitudinal fasciculus,,,,,
9261,ilf,L,,,,,,,,,"inferior longitudinal fasciculus, Left",,,,
9262,ilf,R,,,,,,,,,"inferior longitudinal fasciculus, Right",,,,
9263,ic,,,,,,,,,internal capsule,,,,,
9264,ic,L,,,,,,,,,"internal capsule, Left",,,,
9265,ic,R,,,,,,,,,"internal capsule, Right",,,,
9266,mtt,,,,,,,,,mammillothalamic tract,,,,,
9267,mtt,L,,,,,,,,,"mammillothalamic tract, Left",,,,
9268,mtt,R,,,,,,,,,"mammillothalamic tract, Right",,,,
9269,off,,,,,,,,,occipitofrontal fasciculus,,,,,
9270,off,L,,,,,,,,,"occipitofrontal fasciculus, Left",,,,
9271,off,R,,,,,,,,,"occipitofrontal fasciculus, Right",,,,
9272,ppf,,,,,,,,,perpendicular fasciculus,,,,,
9273,ppf,L,,,,,,,,,"perpendicular fasciculus, Left",,,,
9274,ppf,R,,,,,,,,,"perpendicular fasciculus, Right",,,,
9275,sm,,,,,,,,,stria medullaris,,,,,
9276,sm,L,,,,,,,,,"stria medullaris, Left",,,,
9277,sm,R,,,,,,,,,"stria medullaris, Right",,,,
9278,st,,,,,,,,,stria terminalis,,,,,
9279,st,L,,,,,,,,,"stria terminalis, Left",,,,
9280,st,R,,,,,,,,,"stria terminalis, Right",,,,
9281,slf,,,,,,,,,superior longitudinal fasciculus,,,,,
9282,slf,L,,,,,,,,,"superior longitudinal fasciculus, Left",,,,
9283,slf,R,,,,,,,,,"superior longitudinal fasciculus, Right",,,,
9284,uf,,,,,,,,,uncinate fasciculus of the forebrain,,,,,
9285,uf,L,,,,,,,,,"uncinate fasciculus of the forebrain, Left",,,,
9286,uf,R,,,,,,,,,"uncinate fasciculus of the forebrain, Right",,,,
9287,METWM,,,,,,,Metencephalic White Matter,,,,,,,
9288,CbWM,,,,,,,,Cerebellar White Matter Tracts,,,,,,
9289,icp,,,,,,,,,inferior cerebellar peduncle,,,,,
9290,icp,L,,,,,,,,,"inferior cerebellar peduncle, Left",,,,
9291,icp,R,,,,,,,,,"inferior cerebellar peduncle, Right",,,,
9292,mcp,,,,,,,,,middle cerebellar peduncle,,,,,
9293,mcp,L,,,,,,,,,"middle cerebellar peduncle, Left",,,,
9294,mcp,R,,,,,,,,,"middle cerebellar peduncle, Right",,,,
9295,scp,,,,,,,,,superior cerebellar peduncle,,,,,
9296,scp,L,,,,,,,,,"superior cerebellar peduncle, Left",,,,
9297,scp,R,,,,,,,,,"superior cerebellar peduncle, Right",,,,
9298,MYWM,,,,,,,Myelencephalic White Matter,,,,,,,
9299,CN,,,,,,,,Cranial Nerves,,,,,,
9300,1n,,,,,,,,,Olfactory Nerve,,,,,
9301,1n,L,,,,,,,,,"Olfactory Nerve, Left",,,,
9302,olf,L,,,,,,,,,,"Olfactory Tract, Left",,,
9303,Olf,L,,,,,,,,,,"Olfactory Bulb, Left",,,
9304,1n,R,,,,,,,,,"Olfactory Nerve, Right",,,,
9305,olf,R,,,,,,,,,,"Olfactory Tract, Right",,,
9306,Olf,R,,,,,,,,,,"Olfactory Bulb, Right",,,
9307,2n,,,,,,,,,Optic Nerve,,,,,
9308,2n,L,,,,,,,,,"Optic Nerve, Left",,,,
9309,opt,L,,,,,,,,,,"Optic Tract, Left",,,
9310,ox,L,,,,,,,,,,"Optic Chiasm, Left",,,
9311,or,L,,,,,,,,,,"Optic Radiations, Left",,,
9312,2n,R,,,,,,,,,"Optic Nerve, Right",,,,
9313,opt,R,,,,,,,,,,"Optic Tract, Right",,,
9314,ox,R,,,,,,,,,,"Optic Chiasm, Right",,,
9315,or,R,,,,,,,,,,"Optic Radiations, Right",,,
9316,3n,,,,,,,,,Occulomotor Nerve,,,,,
9317,3n,L,,,,,,,,,"Occulomotor Nerve, Left",,,,
9318,3n,R,,,,,,,,,"Occulomotor Nerve, Right",,,,
9319,4n,,,,,,,,,Trochlear Nerve,,,,,
9320,4n,L,,,,,,,,,"Trochlear Nerve, Left",,,,
9321,4n,R,,,,,,,,,"Trochlear Nerve, Right",,,,
9322,5n,,,,,,,,,Trigeminal Nerve,,,,,
9323,5n,L,,,,,,,,,"Trigeminal Nerve, Left",,,,
9324,5n,R,,,,,,,,,"Trigeminal Nerve, Right",,,,
9325,6n,,,,,,,,,Abducens Nerve,,,,,
9326,6n,L,,,,,,,,,"Abducens Nerve, Left",,,,
9327,6n,R,,,,,,,,,"Abducens Nerve, Right",,,,
9328,7n,,,,,,,,,Facial Nerve,,,,,
9329,7n,L,,,,,,,,,"Facial Nerve, Left",,,,
9330,7n,R,,,,,,,,,"Facial Nerve, Right",,,,
9331,8n,,,,,,,,,Vestibulocochlear Nerve,,,,,
9332,8n,L,,,,,,,,,"Vestibulchochlear Nerve, Left",,,,
9333,8n,R,,,,,,,,,"Vestibulochochlear Nerve, Right",,,,
9334,9n,,,,,,,,,Glossopharyngeal Nerve,,,,,
9335,9n,L,,,,,,,,,"Glossopharyngeal Nerve, Left",,,,
9336,9n,R,,,,,,,,,"Glossopharyngeal Nerve, Right",,,,
9337,10n,,,,,,,,,Vagus Nerve,,,,,
9338,10n,L,,,,,,,,,"Vagus Nerve, Left",,,,
9339,10n,R,,,,,,,,,"Vagus Nerve, Right",,,,
9340,11nf,,,,,,,,,Accessory Nerve,,,,,
9341,11nf,L,,,,,,,,,"Accessory Nerve, Left",,,,
